"","CK_1","CK_2","CK_3","Cd_1","Cd_2","Cd_3"
"Os08g0163500",2811,3834,3795,4418,5432,5190
"Os08g0145501",12,10,8,14,4,4
"Os08g0484500",404,356,289,325,297,300
"Os08g0233300",986,854,1160,1414,1635,1453
"Os08g0197300",99,61,55,72,55,62
"Os08g0250900",5491,5261,5377,6774,8507,9143
"Os08g0104300",2314,2546,1741,2055,1775,1622
"Os08g0495500",819,975,787,883,1068,915
"Os08g0398800",220,334,212,289,278,244
"Os08g0409100",51,31,117,196,198,296
"Os08g0441500",2156,3783,1981,1838,282,168
"Os08g0321000",33,51,84,82,65,125
"Os08g0326500",71,42,55,81,117,89
"Os08g0387500",2427,2300,2051,2541,2807,2737
"Os08g0292400",72,62,91,98,114,134
"Os08g0540000",2015,1867,1407,1908,2111,1922
"Os08g0416900",550,456,356,349,311,203
"Os08g0499532",490,559,502,565,705,743
"Os08g0436600",488,532,511,725,778,884
"Os08g0119700",49,51,64,79,108,116
"Os08g0280200",426,297,333,263,206,223
"Os08g0555300",305,413,206,185,173,138
"Os08g0121800",12,23,29,51,31,30
"Os08g0481800",1711,1511,1381,1782,1668,1663
"Os08g0457300",15,24,25,22,42,27
"Os08g0477800",1719,1764,1314,1264,1142,1105
"Os08g0488800",842,1107,947,1316,1549,1316
"Os08g0137800",458,1074,1222,471,187,92
"Os08g0424200",2787,2363,2075,2072,1936,2132
"Os08g0232700",1730,1577,2094,2420,3680,3893
"Os08g0155700",1886,2186,1961,1998,2035,1991
"Os08g0337100",181,140,173,152,204,224
"Os08g0118900",410,308,281,214,234,173
"Os08g0166400",318,273,280,363,381,364
"Os08g0546100",4,16,28,20,22,34
"Os08g0158900",3191,2414,2490,3091,3290,3439
"Os08g0360100",75,57,56,62,87,98
"Os08g0519600",289,328,242,216,238,279
"Os08g0206400",356,324,252,130,89,93
"Os08g0430600",287,369,228,334,345,425
"Os08g0105800",99,51,42,73,95,107
"Os08g0127100",18332,23268,15416,14754,13548,12028
"Os08g0476400",694,816,642,724,719,808
"Os08g0469750",19,53,33,39,73,47
"Os08g0484100",148,98,178,145,186,195
"Os08g0500000",780,666,572,663,664,750
"Os08g0313200",2015,1862,1661,1801,2023,2115
"Os08g0129900",73,42,40,42,43,59
"Os08g0469500",41,55,60,64,81,96
"Os08g0139100",3616,3407,2906,3559,3806,4425
"Os08g0159100",2226,1974,1832,2139,2483,2533
"Os08g0227200",126,211,150,147,219,220
"Os08g0567200",1410,1670,1343,1469,1319,1414
"Os08g0417100",433,631,497,616,694,663
"Os08g0151600",107,69,78,65,115,115
"Os08g0481000",61,52,45,48,45,60
"Os08g0434632",19,27,46,28,28,106
"Os08g0184800",666,759,587,734,676,610
"Os08g0527600",72,84,74,79,61,66
"Os08g0528700",68,62,77,113,75,123
"Os08g0310001",249,265,221,303,302,340
"Os08g0466050",53,44,41,31,69,47
"Os08g0120600",990,888,820,780,904,773
"Os08g0414900",60,68,51,99,82,42
"Os08g0197900",15,12,13,9,20,14
"Os08g0193600",10,18,8,23,11,20
"Os08g0465800",1300,1284,1069,2513,2256,2596
"Os08g0243600",602,691,477,565,550,665
"Os08g0295100",1701,1567,1591,1632,2041,1931
"Os08g0508500",74,73,91,57,64,79
"Os08g0356800",261,551,360,427,587,364
"Os08g0394000",350,423,599,601,955,951
"Os08g0522300",65,68,68,62,223,164
"Os08g0226666",76,69,108,172,232,172
"Os08g0535400",4354,5643,4166,4096,4780,3780
"Os08g0510700",1092,1390,1134,1212,1465,1575
"Os08g0107600",26,21,11,24,16,2
"Os08g0323700",4118,4171,3128,2924,2487,2376
"Os08g0558200",2713,1961,2504,3154,3217,3653
"Os08g0449200",66,40,29,39,92,57
"Os08g0440900",1472,1308,1285,1732,1616,1677
"Os08g0108100",28,34,54,45,80,39
"Os08g0526200",94,94,104,72,49,32
"Os08g0517600",26,21,28,30,22,13
"Os08g0558400",50,74,50,53,38,32
"Os08g0451700",1112,972,909,1054,1075,1295
"Os08g0410500",619,705,692,608,1036,1062
"Os08g0268000",90,131,96,142,196,201
"Os08g0204632",112,194,130,99,82,110
"Os08g0439200",618,515,497,566,514,561
"Os08g0117300",4272,5548,4000,4423,3789,4050
"Os08g0260800",25,19,36,30,45,10
"Os08g0555200",1954,2174,1620,1871,1536,1359
"Os08g0470200",399,589,616,135,36,14
"Os08g0187500",1273,1242,1338,1615,1863,2065
"Os08g0392700",36,33,45,59,185,121
"Os08g0500700",1857,1492,1078,1497,963,1202
"Os08g0396500",60,52,214,122,293,242
"Os08g0385900",1795,2040,1697,1929,2229,2014
"Os08g0490900",231,151,171,240,292,236
"Os08g0186200",134,143,83,38,16,43
"Os08g0249675",7,11,2,12,20,13
"Os08g0434300",1773,1546,1130,1005,296,304
"Os08g0238100",225,233,283,333,274,342
"Os08g0547100",218,269,196,167,173,136
"Os08g0559600",2089,1843,1444,1641,1201,1159
"Os08g0383250",98,132,100,98,60,73
"Os08g0496000",1817,1986,1409,1490,1263,1251
"Os08g0152366",1204,1556,1227,2129,2564,2197
"Os08g0517200",10455,8619,8975,6030,5603,5326
"Os08g0113300",919,957,785,767,960,882
"Os08g0435900",169,168,133,268,408,831
"Os08g0565800",1003,1236,1170,1680,1501,1659
"Os08g0499700",17,21,14,24,13,20
"Os08g0278750",91,117,114,275,339,277
"Os08g0377400",372,411,279,352,284,343
"Os08g0174100",63,57,35,32,11,9
"Os08g0117400",594,927,606,774,765,664
"Os08g0543900",1057,1310,933,1046,1076,969
"Os08g0535100",149,136,146,114,134,188
"Os08g0439000",103,54,103,144,146,85
"Os08g0224100",637,589,460,609,659,608
"Os08g0500900",149,126,120,149,148,194
"Os08g0135900",2041,2370,1803,1524,1051,976
"Os08g0130300",100,89,84,52,62,81
"Os08g0116500",6504,8440,6392,7819,5733,6479
"Os08g0384900",657,816,525,616,607,639
"Os08g0240600",50,63,77,58,62,78
"Os08g0165300",64,104,98,106,150,132
"Os08g0157900",7908,8002,5971,6085,5275,5674
"Os08g0476050",84,99,100,78,68,45
"Os08g0457000",4,14,14,4,12,16
"Os08g0505300",1071,1226,1059,1240,1559,1339
"Os08g0196700",107,137,65,104,76,88
"Os08g0545700",435,442,480,609,774,813
"Os08g0543400",1109,1143,1001,1046,950,1130
"Os08g0132700",33,18,26,62,41,82
"Os08g0117800",21,6,10,21,0,8
"Os08g0369400",447,503,424,506,559,533
"Os08g0422000",6657,5472,5835,6197,6558,5670
"Os08g0293300",231,332,153,111,42,0
"Os08g0320300",786,607,737,930,1061,1038
"Os08g0545500",31,15,16,3,17,21
"Os08g0267000",4,12,20,5,20,22
"Os08g0520500",769,870,669,735,654,736
"Os08g0455700",40,32,27,34,36,58
"Os08g0544400",106,59,31,26,46,40
"Os08g0171700",134,124,134,192,425,520
"Os08g0337001",45,24,25,19,24,38
"Os08g0409500",79,91,80,83,107,95
"Os08g0282400",6184,6524,4903,5401,4878,4692
"Os08g0547300",3,0,40,41,28,29
"Os08g0378900",1380,1198,1068,1539,1437,1704
"Os08g0160000",1790,1590,1390,1822,1541,1614
"Os08g0133700",770,736,747,765,917,929
"Os08g0371200",189,392,242,161,64,36
"Os08g0200750",36,45,40,18,14,14
"Os08g0442700",8,14,0,10,28,6
"Os08g0154700",1391,1536,1330,1455,1735,1743
"Os08g0551366",17,18,16,17,9,10
"Os08g0203900",372,341,325,414,311,294
"Os08g0330900",85,75,38,72,23,29
"Os08g0300200",4399,3829,3689,4369,5779,5877
"Os08g0564100",232,248,172,248,125,152
"Os08g0224000",317,299,348,311,339,321
"Os08g0143300",10,8,10,12,14,5
"Os08g0234000",4221,4218,3347,3545,3861,3184
"Os08g0133600",1013,870,761,751,697,838
"Os08g0428800",773,936,898,1070,1215,1221
"Os08g0168000",1107,1531,2901,1227,122,39
"Os08g0477600",345,392,322,305,375,437
"Os08g0101500",51,40,49,53,50,64
"Os08g0509100",18820,39756,24290,12934,5334,1948
"Os08g0560900",6009,7360,9071,13550,19858,18902
"Os08g0540100",1481,1516,1086,1212,1134,1154
"Os08g0479300",135,120,125,252,291,413
"Os08g0416400",5448,4827,4453,5348,5180,5835
"Os08g0375900",419,441,339,372,414,623
"Os08g0398000",3636,3865,2012,2241,1349,1223
"Os08g0498100",10098,14136,12454,9212,5876,3692
"Os08g0542600",833,738,665,752,904,745
"Os08g0530500",89,135,91,114,108,106
"Os08g0120200",34,18,18,12,18,9
"Os08g0207600",643,540,488,649,578,583
"Os08g0467300",10,6,15,16,24,18
"Os08g0558800",3708,3680,2864,3601,2649,2642
"Os08g0190200",758,748,652,682,683,727
"Os08g0442400",236,119,276,112,341,164
"Os08g0469700",536,834,646,922,1053,774
"Os08g0470700",18,2,14,4,14,20
"Os08g0148267",131,155,108,143,186,288
"Os08g0486233",14,6,20,16,23,59
"Os08g0275200",143,246,137,67,53,96
"Os08g0431500",866,1278,800,998,852,820
"Os08g0422600",2491,2454,2121,2270,2056,2319
"Os08g0157000",184,172,204,232,264,274
"Os08g0553700",129,124,81,273,317,269
"Os08g0224200",3718,4170,3236,3561,3318,2984
"Os08g0177300",5066,4799,4126,4407,4067,4168
"Os08g0102700",819,675,995,905,1000,1086
"Os08g0159500",480,629,605,1202,1168,1089
"Os08g0156000",146,208,120,120,28,79
"Os08g0518100",6793,6309,5839,4383,5064,5273
"Os08g0107800",25,10,22,10,27,26
"Os08g0137200",461,426,386,319,389,310
"Os08g0404200",22,20,16,8,19,33
"Os08g0487700",18,11,24,24,30,19
"Os08g0295300",5513,4825,3950,4175,3622,3445
"Os08g0414600",1177,1437,1299,1476,1662,1485
"Os08g0162300",62,69,55,54,76,64
"Os08g0112400",138,150,81,147,162,171
"Os08g0153700",11,14,19,12,19,15
"Os08g0494375",43,49,35,38,69,33
"Os08g0135800",1934,1711,1563,1681,1657,1548
"Os08g0562300",429,956,632,597,538,329
"Os08g0462900",6,14,0,4,18,12
"Os08g0554100",20,14,2,12,18,11
"Os08g0359500",5054,4347,3214,3453,3388,3051
"Os08g0537900",806,861,863,997,1300,1461
"Os08g0204800",249,270,166,255,148,149
"Os08g0548400",102,179,103,141,206,179
"Os08g0485000",6,0,10,14,41,99
"Os08g0344100",354,388,316,341,277,271
"Os08g0550500",64,88,73,63,66,95
"Os08g0119800",38,43,55,50,92,92
"Os08g0162200",138,116,151,148,146,175
"Os08g0162100",10121,10112,8172,10112,9483,10313
"Os08g0282500",26,17,16,23,12,23
"Os08g0359000",3993,3506,3955,4849,5527,5561
"Os08g0201600",22,37,24,7,8,11
"Os08g0483600",1913,1708,1515,2017,2099,2151
"Os08g0455800",1096,1421,835,871,790,885
"Os08g0546800",24,12,14,29,8,6
"Os08g0563300",242,181,151,158,110,91
"Os08g0282000",1430,1715,1190,1293,1136,1222
"Os08g0119000",1273,1270,1069,1119,1010,1013
"Os08g0406150",539,561,551,543,441,500
"Os08g0268550",346,307,314,325,389,345
"Os08g0400300",1173,1071,643,937,868,1128
"Os08g0203600",15725,24238,13639,12943,7018,5710
"Os08g0554000",1170,1449,1170,1225,1320,1195
"Os08g0564900",257,255,181,307,268,357
"Os08g0197800",70,44,42,63,77,64
"Os08g0137300",168,156,130,184,149,179
"Os08g0189400",45,74,64,30,40,0
"Os08g0512500",906,1094,1043,1220,1313,1516
"Os08g0156100",29,21,8,29,0,38
"Os08g0151000",1871,1918,1778,2179,2431,2273
"Os08g0538800",499,630,725,964,850,740
"Os08g0438600",142,240,134,322,241,181
"Os08g0269600",16,22,14,35,23,34
"Os08g0155000",1279,1349,1289,1303,1436,1370
"Os08g0547200",769,628,692,570,635,571
"Os08g0459100",128,162,103,95,112,130
"Os08g0515900",60,46,26,34,14,34
"Os08g0330800",158,208,138,195,120,136
"Os08g0326100",1894,1777,1624,1795,1946,1861
"Os08g0278100",205,207,193,204,225,250
"Os08g0374701",81,88,96,69,27,29
"Os08g0344800",19,10,10,13,4,7
"Os08g0307400",2921,2286,2584,2727,3011,2995
"Os08g0232100",707,647,565,720,688,722
"Os08g0537001",253,317,330,410,447,467
"Os08g0504700",5365,6236,6174,6039,8908,7264
"Os08g0174700",1325,1457,1281,1185,1076,1173
"Os08g0486100",1680,1370,1390,1582,1765,1694
"Os08g0524800",17,23,18,32,25,34
"Os08g0534900",130,148,75,131,147,147
"Os08g0326000",353,433,406,399,547,423
"Os08g0230000",2013,2527,1914,2136,2180,1924
"Os08g0254600",46,11,29,40,53,52
"Os08g0560600",640,656,490,705,703,730
"Os08g0412700",263,236,87,128,14,175
"Os08g0261000",66,47,85,36,86,76
"Os08g0404300",832,959,756,1136,797,991
"Os08g0169600",1993,2086,1879,2029,2002,1992
"Os08g0480000",495,279,267,650,361,521
"Os08g0501700",26,54,48,30,24,0
"Os08g0387200",18,20,2,20,6,8
"Os08g0458200",685,924,470,355,227,189
"Os08g0461000",682,622,514,666,624,598
"Os08g0199200",15,9,19,34,38,62
"Os08g0550600",32,54,24,14,22,12
"Os08g0128500",2194,2885,2285,2887,2792,2637
"Os08g0519800",8023,7919,6002,6285,6027,5617
"Os08g0451400",2562,2701,2299,2551,2513,2356
"Os08g0408300",8,13,14,16,18,8
"Os08g0236866",156,138,136,149,172,169
"Os08g0544500",2540,2193,1955,2159,1846,1868
"Os08g0189500",59,44,16,22,8,2
"Os08g0499200",1181,1257,973,1083,973,970
"Os08g0225000",164,131,119,145,127,132
"Os08g0540400",10,15,6,106,43,7
"Os08g0345700",5258,5996,3832,3829,3108,2893
"Os08g0243900",1771,2053,1891,1860,2585,2390
"Os08g0203350",53,82,35,93,90,64
"Os08g0563500",26,47,48,30,24,29
"Os08g0158500",1048,1136,936,994,867,815
"Os08g0504400",953,954,857,921,915,904
"Os08g0129700",3342,3375,3027,2563,2302,2203
"Os08g0323600",4631,3037,3522,4858,5198,5068
"Os08g0337300",3194,2742,2697,2903,2799,3016
"Os08g0112000",84,111,108,107,96,121
"Os08g0465700",2137,3445,2913,4027,6450,3278
"Os08g0231100",6,10,14,3,2,584
"Os08g0215300",1539,1149,1583,1325,1884,2592
"Os08g0487000",91,65,93,117,81,92
"Os08g0209000",10,11,0,10,4,6
"Os08g0130900",99,116,84,120,92,68
"Os08g0391000",129,308,220,118,16,4
"Os08g0447000",5803,8035,4012,3761,1775,1328
"Os08g0162400",22,4,10,9,3,20
"Os08g0549100",23528,23920,21878,25296,28450,26017
"Os08g0190100",906,1023,1158,373,234,136
"Os08g0528500",34,47,43,22,20,18
"Os08g0114400",17,31,15,16,4,4
"Os08g0513100",40,34,39,66,77,76
"Os08g0176800",2191,2183,1636,1599,1488,1400
"Os08g0140300",571,732,861,234,10,2
"Os08g0556200",363,796,793,536,237,328
"Os08g0392100",249,391,189,223,302,136
"Os08g0331800",3191,4902,3364,1975,481,41
"Os08g0434700",529,630,489,453,489,429
"Os08g0352100",317,443,420,169,56,62
"Os08g0234100",38,36,53,66,28,64
"Os08g0468100",1570,823,1185,1325,2915,3034
"Os08g0469600",61,178,110,243,376,295
"Os08g0391300",208,210,173,261,213,197
"Os08g0163100",6,2,10,31,11,14
"Os08g0407000",2107,1950,1867,2391,3110,2930
"Os08g0254500",1679,1199,1125,2217,2030,2121
"Os08g0556900",52,55,35,88,72,85
"Os08g0276400",40,79,53,70,50,51
"Os08g0503800",322,395,381,292,284,343
"Os08g0162800",2686,2554,2094,3148,3081,2233
"Os08g0104100",1467,1394,1183,1239,1232,1243
"Os08g0422200",152,190,129,104,86,69
"Os08g0197500",2017,1601,1311,2208,2608,2281
"Os08g0130600",1373,1388,1029,1588,1067,1322
"Os08g0176200",537,795,498,386,461,471
"Os08g0132600",1146,979,917,1198,981,954
"Os08g0178300",1038,1007,955,1088,1062,1024
"Os08g0266200",611,714,627,629,704,837
"Os08g0338000",702,620,618,625,764,807
"Os08g0249100",12,11,2,20,20,12
"Os08g0430000",6347,6116,5364,5533,4990,5403
"Os08g0492100",116,86,97,120,90,85
"Os08g0404400",145,153,114,161,188,185
"Os08g0290400",1364,1543,1137,1046,963,1140
"Os08g0234700",74,48,81,60,60,63
"Os08g0356001",12,15,7,15,13,4
"Os08g0485900",1409,1004,2283,3427,5019,4499
"Os08g0410266",55,91,118,133,185,154
"Os08g0561600",126,106,106,160,143,217
"Os08g0429200",30,20,17,35,34,37
"Os08g0387700",424,387,284,420,486,326
"Os08g0548200",1837,2205,1674,1893,1849,1602
"Os08g0474700",4067,3996,3053,3413,3283,3173
"Os08g0480500",1022,1321,1066,1134,1293,1233
"Os08g0180300",2957,3050,2356,2743,2336,2594
"Os08g0526633",145,144,181,222,371,180
"Os08g0482500",99,77,107,96,92,103
"Os08g0161700",1427,1610,1260,1165,1357,1326
"Os08g0192400",318,283,256,215,193,279
"Os08g0326600",5761,5096,4217,4903,4216,4320
"Os08g0170700",8,2,22,24,16,13
"Os08g0452900",791,732,3089,1226,2648,805
"Os08g0189600",407,729,757,207,180,122
"Os08g0355400",1435,568,2368,3343,4585,4524
"Os08g0542700",323,212,165,60,45,63
"Os08g0348300",70,87,93,36,4,21
"Os08g0108200",479,427,362,417,363,385
"Os08g0374900",126,154,129,130,109,152
"Os08g0518900",6,2,4,13,28,24
"Os08g0163600",51,35,36,46,52,67
"Os08g0520100",410,393,308,399,419,538
"Os08g0202400",422,570,306,363,118,86
"Os08g0102000",1974,2050,2457,3015,5081,4342
"Os08g0427100",203,194,162,207,277,197
"Os08g0178000",165,169,111,127,147,165
"Os08g0200500",808,993,882,895,995,1112
"Os08g0250700",321,365,312,300,329,381
"Os08g0483200",2288,1884,2190,2403,2254,2499
"Os08g0524000",1245,1338,1112,954,1295,1273
"Os08g0431800",54,28,34,44,32,43
"Os08g0514600",29,67,32,30,42,6
"Os08g0428200",65,130,41,52,31,15
"Os08g0192200",217,197,162,190,200,169
"Os08g0436100",1368,1329,1139,1262,1153,1233
"Os08g0398300",1487,1391,709,497,432,264
"Os08g0235550",382,637,581,682,1385,1471
"Os08g0150600",119,106,73,98,96,158
"Os08g0151400",669,747,517,582,390,442
"Os08g0265000",289,314,523,679,873,898
"Os08g0236800",51,36,18,35,23,66
"Os08g0360000",239,213,207,182,210,169
"Os08g0272200",142,147,123,165,160,175
"Os08g0523200",45,47,23,49,16,27
"Os08g0289400",14,17,9,3,13,13
"Os08g0567100",11,10,8,10,0,10
"Os08g0509200",33,19,6,11,19,4
"Os08g0526400",3316,4121,3216,2684,3425,3720
"Os08g0438801",12,24,26,18,30,26
"Os08g0450200",159,181,166,179,156,104
"Os08g0293000",31,37,27,38,58,74
"Os08g0550400",1247,1399,1103,889,909,1020
"Os08g0154300",1286,1137,963,1149,1207,1113
"Os08g0554900",29,16,47,15,12,31
"Os08g0318500",5405,4892,4500,4628,4461,4366
"Os08g0342400",4275,3445,2967,3454,3506,3310
"Os08g0235800",239,420,367,410,480,344
"Os08g0502400",2,0,57,60,182,177
"Os08g0433500",77,80,95,114,196,146
"Os08g0347550",41,29,60,53,65,52
"Os08g0420700",315,565,348,339,578,539
"Os08g0564300",476,577,546,376,319,329
"Os08g0509500",314,366,328,333,447,430
"Os08g0116566",689,588,630,585,603,592
"Os08g0539700",2739,1721,1722,2343,5649,1655
"Os08g0500300",1722,2333,1603,1999,1744,1709
"Os08g0492000",60,61,62,56,70,66
"Os08g0151800",2339,2029,1611,1783,1463,1490
"Os08g0127600",1779,1871,1378,1726,1506,1503
"Os08g0141400",2664,2390,2089,1066,404,282
"Os08g0249900",20,39,30,112,117,209
"Os08g0260000",591,544,624,640,655,659
"Os08g0206950",25,15,10,33,16,13
"Os08g0516600",1079,1277,960,563,662,543
"Os08g0247600",122,109,140,292,362,826
"Os08g0422300",285,508,314,461,357,351
"Os08g0548300",1024,1002,764,849,853,918
"Os08g0559700",174,156,110,106,86,141
"Os08g0202300",16517,17229,16303,13829,17685,13208
"Os08g0176100",942,1012,895,875,1031,996
"Os08g0327501",20,8,17,8,11,6
"Os08g0378000",639,518,1091,614,1221,1229
"Os08g0139200",13,13,14,13,7,11
"Os08g0428400",4441,6773,4508,4058,2651,1559
"Os08g0177800",722,730,536,609,590,638
"Os08g0431700",23,16,18,22,16,26
"Os08g0118000",1324,1392,1178,1239,1268,941
"Os08g0404350",160,130,104,100,119,118
"Os08g0157600",5441,4533,3915,4863,3542,4473
"Os08g0556550",1414,1508,1287,1103,1385,1268
"Os08g0109900",3766,3377,3385,4142,4018,4005
"Os08g0102800",1330,2895,1831,2181,1841,1408
"Os08g0353700",167,220,157,136,8,62
"Os08g0549000",18924,24968,23092,18781,37775,30442
"Os08g0319900",1126,1159,1025,922,879,809
"Os08g0431200",18,20,10,12,2,12
"Os08g0206800",595,649,563,560,549,518
"Os08g0110000",1341,1028,1011,1651,1273,1534
"Os08g0100150",75,90,55,56,77,86
"Os08g0195400",34,87,57,52,90,56
"Os08g0366100",9000,11090,7926,8168,7746,6989
"Os08g0512300",1142,1361,914,1132,1266,1359
"Os08g0560700",53,15,28,21,2,8
"Os08g0557000",981,1120,990,1380,1750,1784
"Os08g0425200",1732,1932,1723,2003,2646,2678
"Os08g0382800",221,265,222,196,204,222
"Os08g0482100",9000,7477,7497,7584,7747,7746
"Os08g0189900",1995,2803,2664,1999,1862,1226
"Os08g0412600",1005,963,825,862,888,955
"Os08g0525700",1406,806,1563,2325,3707,3780
"Os08g0548700",282,287,197,230,151,106
"Os08g0442300",916,1010,910,1344,1325,1256
"Os08g0518200",323,248,250,249,285,305
"Os08g0424500",1809,1566,1044,1345,1040,939
"Os08g0289000",387,289,378,479,598,480
"Os08g0467400",1337,1457,1124,1368,1384,1310
"Os08g0496500",204,299,207,324,291,333
"Os08g0408200",2541,2513,2028,2399,2167,2207
"Os08g0414500",0,1,13,7,64,40
"Os08g0500100",8759,7889,7221,8356,8809,8768
"Os08g0117900",699,629,420,459,378,351
"Os08g0243500",2938,4567,3120,2297,663,376
"Os08g0297500",258,267,219,274,319,315
"Os08g0496900",801,754,682,779,768,898
"Os08g0198300",103,122,94,96,120,143
"Os08g0208700",419,298,321,389,349,315
"Os08g0269800",1055,958,965,957,1202,1069
"Os08g0384700",127,179,126,211,226,202
"Os08g0178200",18,12,8,8,8,27
"Os08g0400800",186,160,159,166,275,253
"Os08g0545200",608,440,486,578,731,669
"Os08g0547800",31,40,48,84,67,92
"Os08g0457400",203,393,117,144,55,78
"Os08g0558900",1192,1504,1048,1078,1022,1107
"Os08g0110500",1896,1724,1521,1563,1585,1635
"Os08g0111300",393,816,427,490,334,235
"Os08g0162600",5612,5384,6691,9531,12517,12031
"Os08g0566600",1818,1664,1874,3058,3282,3718
"Os08g0156700",1044,1119,839,1013,1002,827
"Os08g0448100",160,156,108,68,56,43
"Os08g0174750",17,28,25,39,39,33
"Os08g0328300",1960,1938,1993,1926,2132,2293
"Os08g0555000",8,16,7,18,2,10
"Os08g0449500",2549,2364,2394,3034,3377,3144
"Os08g0539300",583,737,581,575,673,668
"Os08g0478200",3518,3696,3006,2814,3165,2733
"Os08g0527900",50,40,29,39,28,6
"Os08g0530000",1511,1806,1388,1326,1299,964
"Os08g0462300",38,38,46,62,74,56
"Os08g0556600",508,579,452,475,432,364
"Os08g0270200",386,341,271,260,336,368
"Os08g0461600",97,102,69,119,116,144
"Os08g0551900",25,27,8,13,21,25
"Os08g0440800",6966,6275,6450,9431,10434,8827
"Os08g0532300",49,60,61,44,55,46
"Os08g0143700",140,87,62,104,72,101
"Os08g0129500",400,424,319,356,441,398
"Os08g0497600",2400,1881,1686,1349,1618,1775
"Os08g0175600",828,654,676,721,908,880
"Os08g0496700",56,49,45,57,32,41
"Os08g0457600",2267,2325,1794,2441,2482,2436
"Os08g0506700",14719,13802,15348,15366,22256,21097
"Os08g0331000",3649,4664,3933,2201,436,108
"Os08g0495800",7,17,10,7,23,114
"Os08g0566900",3202,4589,2903,2315,1508,1132
"Os08g0400200",98,34,129,150,191,272
"Os08g0167000",45,74,50,135,99,153
"Os08g0557200",11,12,22,55,38,17
"Os08g0511900",4615,4061,3316,3950,3317,3690
"Os08g0374800",1143,923,1140,988,1364,1297
"Os08g0461300",628,647,620,644,727,732
"Os08g0152400",184,223,244,324,318,303
"Os08g0483800",87,108,108,111,179,110
"Os08g0288050",990,1162,1107,1270,1595,1214
"Os08g0391800",10,22,13,19,14,1
"Os08g0559501",106,72,53,50,20,41
"Os08g0174500",32,28,34,46,66,61
"Os08g0525600",5073,4306,3051,3090,2889,2630
"Os08g0536000",4149,4874,3779,4119,3821,3128
"Os08g0107400",1642,1708,1539,940,1129,1013
"Os08g0152700",1761,1631,1548,1739,1791,1623
"Os08g0378300",10,9,10,1,11,26
"Os08g0414700",130,133,167,130,156,125
"Os08g0133200",14,18,8,9,20,20
"Os08g0566700",125,76,111,77,102,150
"Os08g0307000",1431,1296,1237,2055,1531,1904
"Os08g0192300",23,29,17,38,28,23
"Os08g0427500",1506,1366,1121,1319,1330,1378
"Os08g0511000",64,75,82,66,87,71
"Os08g0530200",2671,3052,2479,2766,2892,2819
"Os08g0436800",3635,3478,3020,3097,3273,3059
"Os08g0332700",3490,3125,3765,4273,5346,5041
"Os08g0236900",222,198,149,218,204,241
"Os08g0388300",82,82,50,83,32,40
"Os08g0490100",410,443,694,577,654,656
"Os08g0454600",14,77,14,28,38,32
"Os08g0441100",15,15,6,27,16,45
"Os08g0203201",788,1383,907,585,337,119
"Os08g0292000",1131,1028,1269,1641,1978,2016
"Os08g0300700",331,357,325,316,297,317
"Os08g0301600",792,1021,990,1190,1985,1982
"Os08g0550100",2930,3183,2204,2227,2158,2185
"Os08g0562600",1974,2997,1851,2312,2023,1920
"Os08g0288500",1786,2013,1626,1954,2076,1844
"Os08g0138200",83,166,168,50,27,4
"Os08g0104700",4480,4155,3297,2915,2248,2090
"Os08g0270800",1813,1934,1611,1546,1974,2034
"Os08g0104600",13915,15271,20032,21683,31277,23532
"Os08g0120000",2945,3545,2559,2371,1960,1895
"Os08g0162033",39,30,18,44,10,18
"Os08g0269000",14,8,14,13,18,4
"Os08g0180400",32,33,11,33,21,16
"Os08g0266400",681,614,689,1323,1239,1377
"Os08g0536400",665,1088,780,932,791,820
"Os08g0508600",694,732,471,562,679,573
"Os08g0308700",459,398,333,512,619,593
"Os08g0341700",245,260,165,184,145,131
"Os08g0332800",5820,5304,5141,5265,5495,5423
"Os08g0148566",14,8,10,11,2,4
"Os08g0223766",468,323,312,342,412,307
"Os08g0508700",22,36,6,10,38,14
"Os08g0110100",300,422,438,446,500,572
"Os08g0427700",103,120,110,293,415,286
"Os08g0197400",34,37,12,30,26,22
"Os08g0557100",1427,1543,1538,2198,2312,2269
"Os08g0500200",6162,6082,5241,4348,6554,6683
"Os08g0500800",1081,758,567,670,597,593
"Os08g0559200",2800,3617,2938,3633,3278,3319
"Os08g0236700",242,291,211,404,371,434
"Os08g0433600",1896,2039,1689,1766,2198,2141
"Os08g0345800",2284,2474,2505,3661,4267,3852
"Os08g0464950",65,58,41,67,79,77
"Os08g0463900",1423,1185,1306,1914,2201,2076
"Os08g0425700",52,47,64,30,36,21
"Os08g0369800",67,79,124,26,6,14
"Os08g0152100",27,21,6,28,2,10
"Os08g0499800",275,271,280,202,213,234
"Os08g0536100",807,864,917,938,1114,931
"Os08g0450800",7077,5846,5441,6709,6606,6136
"Os08g0501500",257,293,212,202,199,197
"Os08g0335000",1415,1069,1096,1183,1243,1245
"Os08g0230800",40,42,9,22,19,43
"Os08g0402500",60,24,19,26,12,36
"Os08g0431300",238,242,304,161,196,219
"Os08g0421500",23,20,15,31,23,35
"Os08g0373000",6,12,14,8,8,14
"Os08g0241400",101,119,112,40,27,28
"Os08g0237200",1429,1620,1523,1976,1892,1787
"Os08g0247700",10,2,4,40,50,4
"Os08g0156800",1364,1622,1336,1398,1259,1313
"Os08g0107100",2724,4034,2823,3067,2765,2458
"Os08g0424600",147,138,137,161,192,219
